x y
5 1.0
10 0.9769419973760042
15 0.8918849595342004
20 0.8435821009975738
25 0.7934599627459229
30 0.7776908079168868
35 0.7730628377764409
40 0.8112721747037527
45 0.743427146827656
50 0.6472423014442417
55 0.64593290870524
60 0.6039223100166061
65 0.5992837235958322
70 0.5877545223560219
75 0.56166862763716
80 0.5386714518195317
85 0.5518276793668072
90 0.5309414228506738
100 0.5348128584490699
600 0.4150576489596382
1100 0.39982196616802185
1600 0.3969390384890037
2100 0.37756411433495757
2600 0.3875770713095391
3100 0.3777631039405618
3600 0.37614017652288495
4100 0.38062890796453125
4600 0.37663693922967006
5100 0.3768058670288634
5600 0.38174025324081107
6100 0.3831418015476155
6600 0.3843661347879758
7100 0.38790353399627503
7600 0.38799026511897067
8100 0.3866806859426209
8600 0.38843150918669317
9100 0.39139577076688153
9600 0.3932471657129625
10100 0.3937586514938319
10600 0.3940527191812761
11100 0.3935201070668545
11600 0.3950029353898659
12100 0.39526164800186864
12600 0.39569496779249963
13100 0.3952475946225112
13600 0.39377656456178856
14100 0.39338797803016606
14600 0.3934127455936594
15100 0.3943761351263721
15600 0.39352821161162327
16100 0.3954819431269001
16600 0.39516788805667347
17100 0.39656603978407845
17600 0.3970006857305338
18100 0.39743914583946366
18600 0.39687430338126406
19100 0.3954824514526478
19600 0.39413490648246086
20100 0.3936580550023401
20600 0.3934533259610963
21100 0.3939588179420653
21600 0.3937813210086195
22100 0.3937287239222941
22600 0.3946181656626061
23100 0.39565267395845094
23600 0.39498767639675547
24100 0.3952123119462526
24600 0.3948622851532629
25100 0.3947787729532281
25600 0.3958574360127547
26100 0.3953610928460218
26600 0.39519806197090623
27100 0.39524715799809795
27600 0.39502362555279785
28100 0.39422767541667253
28600 0.39492107947902677
29100 0.39375521512628964
29600 0.3930674658811934
30100 0.39425560949783867
30600 0.394573256403748
31100 0.3950476923352984
31600 0.39450465607680624
32100 0.39420106219740153
32600 0.39364097758935723
33100 0.39407755803820593
33600 0.3940454989008849
34100 0.39376439246092054
34600 0.3937125936999542
35100 0.3932902602357661
35600 0.3937044076164024
36100 0.3937832886782956
36600 0.3927456332028441
37100 0.39257959370213585
37600 0.39297046453602646
38100 0.39243515253357697
38600 0.3928456569835855
39100 0.39271193768946616
39600 0.39222854132910945
40100 0.3920876887394478
40600 0.3921654467551637
41100 0.3920487660568329
41600 0.3920690924651024
42100 0.39212682441317565
42600 0.39209914449929295
43100 0.39182231980043597
43600 0.3918846549914548
44100 0.39154833829665303
44600 0.39077594243020985
45100 0.3905012274823151
45600 0.3906940555894346
46100 0.3909241293651399
46600 0.3915113688865747
47100 0.3915428382752588
47600 0.3915752575130128
48100 0.39158214428537674
48600 0.3915553881571953
49100 0.39175508899479666
49600 0.3918816738331958
50000 0.3918198939915321
