x y
5 1.0
10 0.9856587136387118
15 0.9486908818515648
20 0.8831542138844929
25 0.8193894158473651
30 0.6925256809246886
35 0.6831550839601022
40 0.6596029815980913
45 0.5986742042179488
50 0.6047350099254765
55 0.5850682260609779
60 0.5361472567856276
65 0.5543174491850893
70 0.5368827467720472
75 0.5521944438243822
80 0.5407705270250847
85 0.5235771765487756
90 0.5008184703411083
100 0.5045380606994291
600 0.25668062259211266
1100 0.22115624326043906
1600 0.21283091510539973
2100 0.21028890335125386
2600 0.19678344046027743
3100 0.18423419818202239
3600 0.18183394501964623
4100 0.18029809608040032
4600 0.17796134822792095
5100 0.17236758303798388
5600 0.17384024280615265
6100 0.17508230396042307
6600 0.17444516874812183
7100 0.18006774975786388
7600 0.18032956248616208
8100 0.17877678942227893
8600 0.17491978573708972
9100 0.17549783057248602
9600 0.1781120767088372
10100 0.17939953687033514
10600 0.1768080416311503
11100 0.17106091876266222
11600 0.16951211957899803
12100 0.16959009023240068
12600 0.1722522678992374
13100 0.16986937573068547
13600 0.1682311167087599
14100 0.16957414478147095
14600 0.16751909716881017
15100 0.1691706442660608
15600 0.1680362520172818
16100 0.16897886219997388
16600 0.16920482238172102
17100 0.16868739296774413
17600 0.16580975199419665
18100 0.1649322235678843
18600 0.16719878576437272
19100 0.1667979088700504
19600 0.1652271291309732
20100 0.1659495192379045
20600 0.1655279817179409
21100 0.16342818679759108
21600 0.16434533118666975
22100 0.16416317455726623
22600 0.16350142922562425
23100 0.1622266228201864
23600 0.16241797598194357
24100 0.1637365326513139
24600 0.16304564897240306
25100 0.16347743581386992
25600 0.16314258228366596
26100 0.16289008701532712
26600 0.16340246329577493
27100 0.16350809730901716
27600 0.16345392846822573
28100 0.16462362677617826
28600 0.1647084524227847
29100 0.16492465591342056
29600 0.16525515673015628
30100 0.1656596633118435
30600 0.1657336061608898
31100 0.16544269855324995
31600 0.16561433768813724
32100 0.1658182644440964
32600 0.1660675211805287
33100 0.16595686666807488
33600 0.16576027416968997
34100 0.1655342586223552
34600 0.16513370171701855
35100 0.16522006023864147
35600 0.16405992351910634
36100 0.16358245976289407
36600 0.16275347527956224
37100 0.16312907220968487
37600 0.16234292638388553
38100 0.16218319282762117
38600 0.16124150903452272
39100 0.16233402534607697
39600 0.16176453496867893
40100 0.1610527604155308
40600 0.16143382776122936
41100 0.16086985953326366
41600 0.16196838194953533
42100 0.16214191317007812
42600 0.16224490783156487
43100 0.16222362953181999
43600 0.16166135739690202
44100 0.16148634022657296
44600 0.16164136082352212
45100 0.16129622043930048
45600 0.16114750093322186
46100 0.1615874673138313
46600 0.1616008074311362
47100 0.16115934903169593
47600 0.1611621952107056
48100 0.16094682176569153
48600 0.16050907297593844
49100 0.16125910014122938
49600 0.16150010120014907
50000 0.1613093304124845
