x y0 y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30 y31 y32 y33 y34 y35 y36 y37 y38 y39 y40 y41 y42 y43 y44 y45 y46 y47 y48 y49 y50 y51 y52 y53 y54 y55 y56 y57 y58 y59 y60 y61 y62 y63 y64 y65 y66 y67 y68 y69 y70 y71 y72 y73 y74 y75 y76 y77 y78 y79 y80 y81 y82 y83 y84 y85 y86 y87 y88 y89 y90 y91 y92 y93 y94 y95 y96 y97 y98 y99 y100 y101 y102 y103 y104 y105 y106 y107 y108 y109 y110 y111 y112 y113 y114 y115 y116 y117 y118 y119 y120 y121 y122 y123 y124 y125 y126 y127 
490 0.6425641215554194 0 0 0 0 0.1939967899996862 0 0 0 0 0.1586919328571752 0 0 0 0 0.18673828127873646 0 0 0 0 0.168149459388688 0 0 0 0 0 0.20197722348795066 0 0 0 0 0.16815727873822878 0 0 0 0 0.1982847198055069 0 0 0 0 0.18429408778719875 0 0 0 0 0.15732202155957156 0 0 0 0 0.19581750025892442 0 0 0 0 0.17764461857023214 0 0 0 0 0.20392286921336109 0 0 0 0 0 0.1854359507322178 0 0 0 0 0.2022043352123045 0 0 0 0 0.2036397357379218 0 0 0 0 0.18498129373638872 0 0 0 0 0.18785835884569685 0 0 0 0 0.1464572354893301 0 0 0 0 0.21871857239220716 0 0 0 0 0.17572085068890475 0 0 0 0 0 0.1927178193828189 0 0 0 0 0.18836499381281332 0 0 0 0 0.1833667912592899 0 0 0 0 0.17586902570126184 0 0 0 0 
491 0.36506143253756534 0 0 0 0 0.11952555010024873 0 0 0 0 0.13042214823745757 0 0 0 0 0.11351960087981453 0 0 0 0 0.11255409328437409 0 0 0 0 0 0.14113644157455396 0 0 0 0 0.099061986234766 0 0 0 0 0.11530003853626755 0 0 0 0 0.1043722436422628 0 0 0 0 0.10590667679926309 0 0 0 0 0.12731343452511243 0 0 0 0 0.11586131074017189 0 0 0 0 0.12933701038789008 0 0 0 0 0 0.12407283227005973 0 0 0 0 0.13631282407951245 0 0 0 0 0.13690890567990355 0 0 0 0 0.10953907775701653 0 0 0 0 0.12673061629822258 0 0 0 0 0.08920279222713909 0 0 0 0 0.145764545613141 0 0 0 0 0.1073795906626669 0 0 0 0 0 0.12044831718995525 0 0 0 0 0.10940339588493635 0 0 0 0 0.11870422860866696 0 0 0 0 0.10026919244278368 0 0 0 0 
492 0.4903655020244099 0 0 0 0 0.17138404287447453 0 0 0 0 0.13991401066544346 0 0 0 0 0.19332254689342845 0 0 0 0 0.15637270628365751 0 0 0 0 0 0.19301859182230535 0 0 0 0 0.1441056249158114 0 0 0 0 0.17865544511711495 0 0 0 0 0.1707681924086211 0 0 0 0 0.15769733883713194 0 0 0 0 0.16742480940774826 0 0 0 0 0.14289759147246545 0 0 0 0 0.21108485652722675 0 0 0 0 0 0.15924349372795854 0 0 0 0 0.16997469459075326 0 0 0 0 0.1797382994786718 0 0 0 0 0.14931054094886959 0 0 0 0 0.16204436470666025 0 0 0 0 0.12048858167015811 0 0 0 0 0.18922312996433222 0 0 0 0 0.13240945542818294 0 0 0 0 0 0.17832843979838886 0 0 0 0 0.17344160729612143 0 0 0 0 0.17236085203219179 0 0 0 0 0.18294999194567757 0 0 0 0 
493 0.32800138658340483 0 0 0 0 0.12605418474219196 0 0 0 0 0.11243222901066084 0 0 0 0 0.10984135028899622 0 0 0 0 0.13052690085550753 0 0 0 0 0 0.09993490978796114 0 0 0 0 0.13013515702978964 0 0 0 0 0.11577488932274241 0 0 0 0 0.13479016208697694 0 0 0 0 0.11922181481132275 0 0 0 0 0.11259764821612286 0 0 0 0 0.13432033299985288 0 0 0 0 0.1150284672567843 0 0 0 0 0 0.12771529641307067 0 0 0 0 0.08905143566305267 0 0 0 0 0.1538539119544656 0 0 0 0 0.1260109311578071 0 0 0 0 0.13468476754585687 0 0 0 0 0.11697855906508171 0 0 0 0 0.11106326699081642 0 0 0 0 0.1514489974776243 0 0 0 0 0 0.09828395767495407 0 0 0 0 0.13901693882542335 0 0 0 0 0.08312367238479126 0 0 0 0 0.13153521055993386 0 0 0 0 
494 0.3447569411039472 0 0 0 0 0.15244290796732424 0 0 0 0 0.10244507968515922 0 0 0 0 0.11869278242629264 0 0 0 0 0.134851436342104 0 0 0 0 0 0.10675379980462212 0 0 0 0 0.14197429715968932 0 0 0 0 0.12408947501501476 0 0 0 0 0.15268558688579986 0 0 0 0 0.11767530364171104 0 0 0 0 0.12212896003255988 0 0 0 0 0.15158008058439315 0 0 0 0 0.13771963566332215 0 0 0 0 0 0.14641679465261215 0 0 0 0 0.08546153425196133 0 0 0 0 0.15544204608421386 0 0 0 0 0.12556137929280128 0 0 0 0 0.15531221644513052 0 0 0 0 0.12266102435972494 0 0 0 0 0.1323859034577096 0 0 0 0 0.14393043473012468 0 0 0 0 0 0.1107104614321536 0 0 0 0 0.16668696346358494 0 0 0 0 0.09539740268602347 0 0 0 0 0.140334297304405 0 0 0 0 
495 0.18972874262486453 0 0 0 0 0.08783893267557097 0 0 0 0 0.060366804782324375 0 0 0 0 0.07895531034084126 0 0 0 0 0.07124518172944284 0 0 0 0 0 0.10126934354938742 0 0 0 0 0.09013566684943446 0 0 0 0 0.06890963347303626 0 0 0 0 0.07368238769882822 0 0 0 0 0.0709964288778234 0 0 0 0 0.08872658807165479 0 0 0 0 0.09245478587809436 0 0 0 0 0.09879235331261739 0 0 0 0 0 0.07380480670138931 0 0 0 0 0.07253610893403087 0 0 0 0 0.07677944716661653 0 0 0 0 0.08441960576622998 0 0 0 0 0.07149105465720064 0 0 0 0 0.08167804828960666 0 0 0 0 0.09233115391292238 0 0 0 0 0.09316319559086976 0 0 0 0 0 0.08013640439811368 0 0 0 0 0.09071847171871956 0 0 0 0 0.05943783020772052 0 0 0 0 0.09315350120425134 0 0 0 0 
496 0.2369105132620725 0 0 0 0 0.08798831950010204 0 0 0 0 0.0916750009583485 0 0 0 0 0.11114452658683631 0 0 0 0 0.10396900221905249 0 0 0 0 0 0.08235313637281902 0 0 0 0 0.09594898122727273 0 0 0 0 0.07535097802309508 0 0 0 0 0.11225859926112255 0 0 0 0 0.07729346702361548 0 0 0 0 0.0681507349470502 0 0 0 0 0.0883058550248879 0 0 0 0 0.11971746304786336 0 0 0 0 0 0.11785477005527653 0 0 0 0 0.06867961315529919 0 0 0 0 0.1300647055443685 0 0 0 0 0.06716990709247012 0 0 0 0 0.1045874793248646 0 0 0 0 0.07665156300985002 0 0 0 0 0.11147063467411546 0 0 0 0 0.11118466811244693 0 0 0 0 0 0.07870287471276463 0 0 0 0 0.1181002483800284 0 0 0 0 0.06893034688049995 0 0 0 0 0.0988582592007207 0 0 0 0 
497 0.5879451330283986 0 0 0 0 0.1436211058223934 0 0 0 0 0.12996013037790385 0 0 0 0 0.12309929165178317 0 0 0 0 0.16608643891880068 0 0 0 0 0 0.15332072454779452 0 0 0 0 0.12945867957419332 0 0 0 0 0.16970863683411916 0 0 0 0 0.14350750569645504 0 0 0 0 0.15219125169282832 0 0 0 0 0.1280695720571662 0 0 0 0 0.17904634325577243 0 0 0 0 0.13743703618743167 0 0 0 0 0 0.14053738743179278 0 0 0 0 0.12793351824883564 0 0 0 0 0.16816683453831577 0 0 0 0 0.1602711449371161 0 0 0 0 0.1494424692457799 0 0 0 0 0.1441033744527667 0 0 0 0 0.11629101579645165 0 0 0 0 0.1586449208456121 0 0 0 0 0 0.13488284386851315 0 0 0 0 0.1468440572141364 0 0 0 0 0.14578086641738935 0 0 0 0 0.12923600737304525 0 0 0 0 
498 0.6278655881001706 0 0 0 0 0.15872519774917024 0 0 0 0 0.1354657482801889 0 0 0 0 0.13281519848282422 0 0 0 0 0.17404077172220658 0 0 0 0 0 0.17810891593766254 0 0 0 0 0.1318061400225599 0 0 0 0 0.1767556636140268 0 0 0 0 0.1528847521326876 0 0 0 0 0.15718598371597223 0 0 0 0 0.13723547925711907 0 0 0 0 0.19577075014067 0 0 0 0 0.14577411830921136 0 0 0 0 0 0.1476552619026608 0 0 0 0 0.15587400492915326 0 0 0 0 0.1798485454189749 0 0 0 0 0.17101980646927883 0 0 0 0 0.16671399650181992 0 0 0 0 0.16031656355457963 0 0 0 0 0.13997738317834485 0 0 0 0 0.16665568394817165 0 0 0 0 0 0.14477438983701468 0 0 0 0 0.15676901202816337 0 0 0 0 0.16869904324522875 0 0 0 0 0.1301658535232981 0 0 0 0 
499 0.4893993836067774 0 0 0 0 0.126196642724738 0 0 0 0 0.10207430342781527 0 0 0 0 0.11317641709400829 0 0 0 0 0.1320435820908827 0 0 0 0 0 0.14522143411907795 0 0 0 0 0.11086207100501036 0 0 0 0 0.14311892503855245 0 0 0 0 0.10920124116793242 0 0 0 0 0.11482003911566238 0 0 0 0 0.1184575745324652 0 0 0 0 0.14883769555911194 0 0 0 0 0.12350560248447544 0 0 0 0 0 0.11058937529891089 0 0 0 0 0.12640762181712228 0 0 0 0 0.1356089981022682 0 0 0 0 0.13284900772437508 0 0 0 0 0.12059209697923384 0 0 0 0 0.12773691385600758 0 0 0 0 0.12485547521266374 0 0 0 0 0.13903758452117163 0 0 0 0 0 0.10171219385716235 0 0 0 0 0.12773100248383037 0 0 0 0 0.13309795379233968 0 0 0 0 0.09837409192821403 0 0 0 0 
